ID,geneName,ORF,fullName,uniprot,GO,EC,KO,organism
2520,XC_2587,XC_2587,Uncharacterized protein,A0A0H2X8L3,GO:0008757; GO:0009877; GO:0009312,,,Xanthomonas campestris pv. campestris (strain 8004)
2521,XC_2588,XC_2588,Glycosyl transferase-related protein,A0A0H2XA90,GO:0016740,,,Xanthomonas campestris pv. campestris (strain 8004)
2522,XC_2589,XC_2589,Phage-related integrase,A0A0H2X8D0,GO:0003677; GO:0015074; GO:0006310,,,Xanthomonas campestris pv. campestris (strain 8004)
2523,XC_2591,XC_2591,Uncharacterized protein,A0A0H2XAC2,,,,Xanthomonas campestris pv. campestris (strain 8004)
2524,XC_2592,XC_2592,RhsD protein,A0A0H2X8L8,GO:0097264,,,Xanthomonas campestris pv. campestris (strain 8004)
2525,XC_2595,XC_2595,Uncharacterized protein,A0A0H2X8D5,,,,Xanthomonas campestris pv. campestris (strain 8004)
2526,XC_2596,XC_2596,Uncharacterized protein,A0A0H2X8P8,,,,Xanthomonas campestris pv. campestris (strain 8004)
2527,XC_0666,XC_0666,ISxac3 transposase,A0A0H2X4Y3,GO:0003677; GO:0004803; GO:0006313,,K07483,Xanthomonas campestris pv. campestris (strain 8004)
2528,XC_2598,XC_2598,ISxac3 transposase,A0A0H2X8M4,GO:0003676; GO:0015074,,,Xanthomonas campestris pv. campestris (strain 8004)
2529,XC_2599,XC_2599,Uncharacterized protein,A0A0H2XA98,,,,Xanthomonas campestris pv. campestris (strain 8004)
2530,XC_2600,XC_2600,Uncharacterized protein,A0A0H2X8E1,GO:0003677,,,Xanthomonas campestris pv. campestris (strain 8004)
2531,XC_2601,XC_2601,Invertase/recombinase protein,A0A0H2X8Q3,GO:0003677; GO:0000150,,,Xanthomonas campestris pv. campestris (strain 8004)
2532,XC_2602,XC_2602,Avirulence protein,A0A0H2XAD1,,,,Xanthomonas campestris pv. campestris (strain 8004)
2533,XC_2603,XC_2603,IS1477 transposase,A0A0H2X8M9,GO:0003676; GO:0015074,,,Xanthomonas campestris pv. campestris (strain 8004)
2534,XC_2604,XC_2604,IS1477 transposase,A0A0H2XAA3,GO:0003677; GO:0004803; GO:0006313,,,Xanthomonas campestris pv. campestris (strain 8004)
2535,XC_2605,XC_2605,Uncharacterized protein,A0A0H2X8E5,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
2536,XC_2606,XC_2606,Uncharacterized protein,A0A0H2X8Q8,,,,Xanthomonas campestris pv. campestris (strain 8004)
2537,XC_2607,XC_2607,Uncharacterized protein,A0A0H2XAD6,,,,Xanthomonas campestris pv. campestris (strain 8004)
2538,XC_2608,XC_2608,Uncharacterized protein,A0A0H2X8N5,,,,Xanthomonas campestris pv. campestris (strain 8004)
2539,XC_2609,XC_2609,Uncharacterized protein,A0A0H2XAA8,,,,Xanthomonas campestris pv. campestris (strain 8004)
2540,XC_2610,XC_2610,Uncharacterized protein,A0A0H2X8F0,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
2541,XC_2611,XC_2611,Uncharacterized protein,A0A0H2X8R4,,,,Xanthomonas campestris pv. campestris (strain 8004)
2542,XC_2612,XC_2612,RadC family protein,A0A0H2XAE1,,,K03630,Xanthomonas campestris pv. campestris (strain 8004)
2543,XC_2613,XC_2613,Uncharacterized protein,A0A0H2X8N9,,,,Xanthomonas campestris pv. campestris (strain 8004)
2544,XC_2614,XC_2614,Uncharacterized protein,A0A0H2XAB2,,,,Xanthomonas campestris pv. campestris (strain 8004)
2545,XC_2615,XC_2615,Uncharacterized protein,A0A0H2X8F5,,,,Xanthomonas campestris pv. campestris (strain 8004)
2546,XC_2616,XC_2616,Uncharacterized protein,A0A0H2X8R9,,,,Xanthomonas campestris pv. campestris (strain 8004)
2547,XC_2617,XC_2617,Uncharacterized protein,A0A0H2XAE6,,,,Xanthomonas campestris pv. campestris (strain 8004)
2548,XC_2618,XC_2618,Phage-related integrase,A0A0H2X8P5,GO:0003677; GO:0015074; GO:0006310,,,Xanthomonas campestris pv. campestris (strain 8004)
2549,XC_2619,XC_2619,Phage-related integrase,A0A0H2XAB8,GO:0003677; GO:0015074; GO:0006310,,,Xanthomonas campestris pv. campestris (strain 8004)
2550,XC_2620,XC_2620,Conserved plasmid protein,A0A0H2X8F8,,,,Xanthomonas campestris pv. campestris (strain 8004)
2551,XC_2621,XC_2621,Uncharacterized protein,A0A0H2X8S4,,,,Xanthomonas campestris pv. campestris (strain 8004)
2552,XC_2623,XC_2623,IS1477 transposase,A0A0H2X8Q0,GO:0003676; GO:0015074,,K07497,Xanthomonas campestris pv. campestris (strain 8004)
2553,XC_2395,XC_2395,IS1477 transposase,A0A0H2XAC1,GO:0003677; GO:0004803; GO:0006313,,K07497,Xanthomonas campestris pv. campestris (strain 8004)
2554,XC_1026,XC_1026,IS1404 transposase,A0A0H2XA93,GO:0003677; GO:0004803; GO:0006313,,,Xanthomonas campestris pv. campestris (strain 8004)
2555,XC_2626,XC_2626,IS1404 transposase,A0A0H2X8T0,GO:0003676; GO:0015074,,,Xanthomonas campestris pv. campestris (strain 8004)
2556,XC_2627,XC_2627,Uncharacterized protein,A0A0H2XAF3,,,,Xanthomonas campestris pv. campestris (strain 8004)
2557,XC_2628,XC_2628,ISxcC1 transposase,A0A0H2X8Q5,GO:0003676; GO:0015074,,K07497,Xanthomonas campestris pv. campestris (strain 8004)
2558,XC_2630,XC_2630,Uncharacterized protein,A0A0H2X8G6,,,,Xanthomonas campestris pv. campestris (strain 8004)
2559,XC_2631,XC_2631,Uncharacterized protein,A0A0H2X8T5,GO:0043565,,,Xanthomonas campestris pv. campestris (strain 8004)
2560,XC_2632,XC_2632,Uncharacterized protein,A0A0H2XAF8,,,,Xanthomonas campestris pv. campestris (strain 8004)
2561,XC_2633,XC_2633,Uncharacterized protein,A0A0H2X8R1,,,,Xanthomonas campestris pv. campestris (strain 8004)
2562,XC_2634,XC_2634,Uncharacterized protein,A0A0H2XAD2,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
2563,XC_2635,XC_2635,Uncharacterized protein,A0A0H2X8G9,,,,Xanthomonas campestris pv. campestris (strain 8004)
2564,XC_2636,XC_2636,Plasmid-related protein,A0A0H2X8U0,,,,Xanthomonas campestris pv. campestris (strain 8004)
2565,XC_2637,XC_2637,Hydroxylase,A0A0H2XAG2,GO:0016491,,K04793,Xanthomonas campestris pv. campestris (strain 8004)
2566,XC_2638,XC_2638,Phage-related integrase,A0A0H2X8R6,GO:0003677; GO:0015074; GO:0006310,,,Xanthomonas campestris pv. campestris (strain 8004)
2567,XC_2639,XC_2639,Transcriptional regulator,A0A0H2XAE0,GO:0003677; GO:0003700; GO:0006351,,,Xanthomonas campestris pv. campestris (strain 8004)
2568,serS,XC_2640,Serine--tRNA ligase,Q4UTD4,GO:0005737; GO:0005524; GO:0004828; GO:0016260; GO:0097056; GO:0006434,6.1.1.11,K01875,Xanthomonas campestris pv. campestris (strain 8004)
2569,XC_2641,XC_2641,Uncharacterized protein,A0A0H2X8H2,GO:0016021; GO:0006810,,,Xanthomonas campestris pv. campestris (strain 8004)
2570,XC_2642,XC_2642,TonB-like protein,A0A0H2X8U4,GO:0016021; GO:0006810,,K03832,Xanthomonas campestris pv. campestris (strain 8004)
2571,aroA,XC_2643,3-phosphoshikimate 1-carboxyvinyltransferase,Q4UTD1,GO:0005737; GO:0003866; GO:0009073; GO:0008652; GO:0009423,2.5.1.19,K00800,Xanthomonas campestris pv. campestris (strain 8004)
2572,XC_2644,XC_2644,p-protein,A0A0H2XAG7,GO:0005737; GO:0016597; GO:0004106; GO:0004664; GO:0046417; GO:0009094,,K14170,Xanthomonas campestris pv. campestris (strain 8004)
2573,serC,XC_2645,Phosphoserine aminotransferase,Q4UTC9,GO:0005737; GO:0004648; GO:0030170; GO:0006564; GO:0008615,2.6.1.52,K00831,Xanthomonas campestris pv. campestris (strain 8004)
2574,msrP,XC_2646,Protein-methionine-sulfoxide reductase catalytic subunit MsrP,A0A0H2X8S1,GO:0042597; GO:0046872; GO:0043546; GO:0016672; GO:0042128; GO:0030091,1.8.5.-,K07147,Xanthomonas campestris pv. campestris (strain 8004)
2575,msrQ,XC_2647,Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ,Q4UTC7,GO:0005887; GO:0009055; GO:0010181; GO:0020037; GO:0046872; GO:0055114; GO:0030091,,K17247,Xanthomonas campestris pv. campestris (strain 8004)
2576,XC_2648,XC_2648,Uncharacterized protein,A0A0H2XAE4,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
2577,XC_2649,XC_2649,Uncharacterized protein,A0A0H2X8H6,,,,Xanthomonas campestris pv. campestris (strain 8004)
2578,XC_2650,XC_2650,Poly(Hydroxyalcanoate) granule associated protein,A0A0H2X8V0,,,,Xanthomonas campestris pv. campestris (strain 8004)
2579,XC_2651,XC_2651,Uncharacterized protein,A0A0H2XAH2,GO:0003677; GO:0004519; GO:0009307,,,Xanthomonas campestris pv. campestris (strain 8004)
2580,XC_2652,XC_2652,Histidine utilization repressor,A0A0H2X8S6,GO:0003677; GO:0003700; GO:0006547; GO:0045892; GO:0006351,,K05836,Xanthomonas campestris pv. campestris (strain 8004)
2581,hutI,XC_2653,Imidazolonepropionase,Q4UTC0,GO:0005737; GO:0050480; GO:0005506; GO:0008270; GO:0019556; GO:0019557,3.5.2.7,K01468,Xanthomonas campestris pv. campestris (strain 8004)
2582,XC_2654,XC_2654,Atrazine chlorohydrolase,A0A0H2XAF1,GO:0016810,,,Xanthomonas campestris pv. campestris (strain 8004)
2583,hutH,XC_2655,Histidine ammonia-lyase,Q4UTB9,GO:0005737; GO:0004397; GO:0019556; GO:0019557,4.3.1.3,K01745,Xanthomonas campestris pv. campestris (strain 8004)
2584,XC_2656,XC_2656,Formylglutamate amidohydrolase,A0A0H2X8I2,GO:0008745; GO:0009253,,K01479,Xanthomonas campestris pv. campestris (strain 8004)
2585,hutU,XC_2657,Urocanate hydratase,A0A0H2X8V4,GO:0005737; GO:0016153; GO:0019556; GO:0019557,4.2.1.49,K01712,Xanthomonas campestris pv. campestris (strain 8004)
2586,XC_2658,XC_2658,Uncharacterized protein,A0A0H2XAH6,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
2587,XC_2659,XC_2659,Glucose dehydrogenase,A0A0H2X8T1,GO:0016021; GO:0016614; GO:0048038,,K00117,Xanthomonas campestris pv. campestris (strain 8004)
2588,gyrA,XC_2660,DNA gyrase subunit A,A0A0H2XAF6,GO:0005694; GO:0005737; GO:0005524; GO:0003677; GO:0003918; GO:0006265; GO:0006261,5.99.1.3,K02469,Xanthomonas campestris pv. campestris (strain 8004)
2589,mtnA,XC_2661,Methylthioribose-1-phosphate isomerase,Q4UTB3,GO:0046523; GO:0019509; GO:0019284,5.3.1.23,K08963,Xanthomonas campestris pv. campestris (strain 8004)
2590,XC_2662,XC_2662,Uncharacterized protein,A0A0H2X8I6,,,,Xanthomonas campestris pv. campestris (strain 8004)
2591,XC_2663,XC_2663,Elongation factor P--(R)-beta-lysine ligase,A0A0H2X8V9,GO:0005737; GO:0005524; GO:0004824; GO:0006430,6.3.1.-,K04568,Xanthomonas campestris pv. campestris (strain 8004)
2592,ligA,XC_2664,DNA ligase,Q4UTB0,GO:0003911; GO:0046872; GO:0006281; GO:0006260,6.5.1.2,K01972,Xanthomonas campestris pv. campestris (strain 8004)
2593,XC_2665,XC_2665,Aminotransferase,A0A0H2XAI1,GO:0030170; GO:0008483; GO:0009058,,K00817,Xanthomonas campestris pv. campestris (strain 8004)
2594,zipA,XC_2666,Cell division protein ZipA,Q4UTA8,GO:0032153; GO:0005887; GO:0090529; GO:0043093,,K03528,Xanthomonas campestris pv. campestris (strain 8004)
2595,smc,XC_2667,Chromosome partition protein Smc,A0A0H2X8T6,GO:0005694; GO:0005737; GO:0005524; GO:0003677; GO:0030261; GO:0006260; GO:0007062,,K03529,Xanthomonas campestris pv. campestris (strain 8004)
2596,XC_2668,XC_2668,Uncharacterized protein,A0A0H2XAG1,,,K07017,Xanthomonas campestris pv. campestris (strain 8004)
2597,rplI,XC_2669,50S ribosomal protein L9,Q4UTA5,GO:0005840; GO:0019843; GO:0003735; GO:0006412,,K02939,Xanthomonas campestris pv. campestris (strain 8004)
2598,rpsR,XC_2670,30S ribosomal protein S18,Q4UTA4,GO:0005840; GO:0019843; GO:0003735; GO:0006412,,K02963,Xanthomonas campestris pv. campestris (strain 8004)
2599,rpsF,XC_2671,30S ribosomal protein S6,Q4UTA3,GO:0005840; GO:0019843; GO:0003735; GO:0006412,,K02990,Xanthomonas campestris pv. campestris (strain 8004)
2600,XC_2672,XC_2672,Uncharacterized protein,A0A0H2X8J0,GO:0051536; GO:0005198; GO:0016226,,K13628,Xanthomonas campestris pv. campestris (strain 8004)
2601,asnS,XC_2673,Asparagine--tRNA ligase,Q4UTA1,GO:0005737; GO:0004816; GO:0005524; GO:0003676; GO:0006421,6.1.1.22,K01893,Xanthomonas campestris pv. campestris (strain 8004)
2602,XC_2674,XC_2674,Uncharacterized protein,A0A0H2X8W4,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
2603,XC_2675,XC_2675,Uncharacterized protein,A0A0H2XAI5,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
2604,XC_2676,XC_2676,Uncharacterized protein,A0A0H2X8U1,,,,Xanthomonas campestris pv. campestris (strain 8004)
2605,XC_2677,XC_2677,Transcriptional regulator protein Pai2,A0A0H2XAG5,GO:0010181; GO:0016491,,K07734,Xanthomonas campestris pv. campestris (strain 8004)
2606,XC_2678,XC_2678,Carbonic anhydrase,A0A0H2X8J4,GO:0004089; GO:0008270; GO:0015976,4.2.1.1,K01673,Xanthomonas campestris pv. campestris (strain 8004)
2607,nbaC,XC_2679,"3-hydroxyanthranilate 3,4-dioxygenase",Q4UT95,GO:0000334; GO:0008198; GO:0034354; GO:0043420; GO:0019805; GO:0006569,1.13.11.6,K00452,Xanthomonas campestris pv. campestris (strain 8004)
2608,XC_2680,XC_2680,Uncharacterized protein,A0A0H2X8W9,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
2609,kynU,XC_2681,Kynureninase,Q4UT93,GO:0005737; GO:0030429; GO:0030170; GO:0034354; GO:0043420; GO:0097053; GO:0019805; GO:0006569,3.7.1.3,K01556,Xanthomonas campestris pv. campestris (strain 8004)
2610,kmo,XC_2682,Kynurenine 3-monooxygenase,Q4UT92,GO:0071949; GO:0004502; GO:0034354; GO:0043420; GO:0019805; GO:0006569,1.14.13.9,K00486,Xanthomonas campestris pv. campestris (strain 8004)
2611,XC_2683,XC_2683,Exodeoxyribonuclease I,A0A0H2XAI9,GO:0008852; GO:0046872; GO:0003676; GO:0006281,3.1.11.1,K01141,Xanthomonas campestris pv. campestris (strain 8004)
2612,XC_2684,XC_2684,Uncharacterized protein,A0A0H2X8U6,,,,Xanthomonas campestris pv. campestris (strain 8004)
2613,XC_2685,XC_2685,Uncharacterized protein,A0A0H2XAH0,,,,Xanthomonas campestris pv. campestris (strain 8004)
2614,XC_2686,XC_2686,Transferase,A0A0H2X8J8,GO:0016740,,,Xanthomonas campestris pv. campestris (strain 8004)
2615,XC_2687,XC_2687,5'-nucleotidase,A0A0H2X8X4,GO:0005737; GO:0008253; GO:0000287; GO:0000166; GO:0009117,,K01081,Xanthomonas campestris pv. campestris (strain 8004)
2616,nadK,XC_2688,NAD kinase,Q4UT86,GO:0005737; GO:0005524; GO:0046872; GO:0003951; GO:0019674; GO:0006741,2.7.1.23,K00858,Xanthomonas campestris pv. campestris (strain 8004)
2617,rlmL,XC_2689,Ribosomal RNA large subunit methyltransferase K/L,Q4UT85,GO:0005737; GO:0052915; GO:0003723; GO:0070043,2.1.1.173; 2.1.1.264,K12297,Xanthomonas campestris pv. campestris (strain 8004)
2618,XC_2690,XC_2690,ABC transporter ATP-binding protein,A0A0H2XAJ4,GO:0005524; GO:0016887,,,Xanthomonas campestris pv. campestris (strain 8004)
2619,XC_2691,XC_2691,Uncharacterized protein,A0A0H2X8V1,,,,Xanthomonas campestris pv. campestris (strain 8004)
2620,XC_2692,XC_2692,Acetyltransferase,A0A0H2XAH4,GO:0008080,,K03824,Xanthomonas campestris pv. campestris (strain 8004)
2621,XC_2693,XC_2693,Uncharacterized protein,A0A0H2X8K3,,,,Xanthomonas campestris pv. campestris (strain 8004)
2622,XC_2694,XC_2694,Uncharacterized protein,A0A0H2X8Y1,GO:0003824; GO:0030151; GO:0030170,,,Xanthomonas campestris pv. campestris (strain 8004)
2623,XC_2695,XC_2695,Uncharacterized protein,A0A0H2XAJ9,GO:0008745; GO:0009253,,K01447,Xanthomonas campestris pv. campestris (strain 8004)
2624,XC_2696,XC_2696,Uncharacterized protein,A0A0H2X8V6,,,K09164,Xanthomonas campestris pv. campestris (strain 8004)
2625,XC_2697,XC_2697,Thiosulfate sulfurtransferase,A0A0H2XAI0,GO:0016740,,K01011,Xanthomonas campestris pv. campestris (strain 8004)
2626,XC_2698,XC_2698,MutT/nudix family protein,A0A0H2X8L0,GO:0016787,,,Xanthomonas campestris pv. campestris (strain 8004)
2627,XC_2699,XC_2699,Peptidyl-prolyl cis-trans isomerase,A0A0H2X8Y6,GO:0003755; GO:0006457,5.2.1.8,K01802,Xanthomonas campestris pv. campestris (strain 8004)
2628,XC_2700,XC_2700,3-hydroxybutyryl-CoA dehydratase,A0A0H2XAK4,GO:0003824; GO:0008152,,K01715,Xanthomonas campestris pv. campestris (strain 8004)
2629,XC_2701,XC_2701,Uncharacterized protein,A0A0H2X8W1,,,,Xanthomonas campestris pv. campestris (strain 8004)
2630,nth,XC_2702,Endonuclease III,A0A0H2XAI4,GO:0051539; GO:0003677; GO:0019104; GO:0003906; GO:0046872; GO:0006284,4.2.99.18,K10773,Xanthomonas campestris pv. campestris (strain 8004)
2631,XC_2703,XC_2703,Sulfate transporter,A0A0H2X8L5,GO:0016021; GO:0008271,,,Xanthomonas campestris pv. campestris (strain 8004)
2632,XC_2704,XC_2704,Carbonic anhydrase,A0A0H2X8Z2,GO:0004089; GO:0008270; GO:0015976,4.2.1.1,K01673,Xanthomonas campestris pv. campestris (strain 8004)
2633,XC_2705,XC_2705,Uncharacterized protein,A0A0H2XAK7,,,,Xanthomonas campestris pv. campestris (strain 8004)
2634,XC_2706,XC_2706,Polyphosphate-selective porin O,A0A0H2X8W7,,,K07221,Xanthomonas campestris pv. campestris (strain 8004)
2635,XC_2707,XC_2707,Phosphate-binding protein PstS,A0A0H2XAJ0,GO:0043190; GO:0042301; GO:0035435,,K02040,Xanthomonas campestris pv. campestris (strain 8004)
2636,XC_2708,XC_2708,Phosphate-binding protein PstS,A0A0H2X8M0,GO:0043190; GO:0042301; GO:0035435,,K02040,Xanthomonas campestris pv. campestris (strain 8004)
2637,XC_2709,XC_2709,Phosphate transport system permease protein,A0A0H2X8Z6,GO:0016021; GO:0005886; GO:0005315; GO:0006817,,K02037,Xanthomonas campestris pv. campestris (strain 8004)
2638,XC_2710,XC_2710,Phosphate transport system permease protein PstA,A0A0H2XAL2,GO:0005887; GO:0005315; GO:0035435,,K02038,Xanthomonas campestris pv. campestris (strain 8004)
2639,pstB,XC_2711,Phosphate import ATP-binding protein PstB,Q4UT63,GO:0043190; GO:0005524; GO:0015415; GO:0005315,3.6.3.27,K02036,Xanthomonas campestris pv. campestris (strain 8004)
2640,XC_2712,XC_2712,Phosphate-specific transport system accessory protein PhoU,A0A0H2X8X3,GO:0005737; GO:0030643; GO:0045936; GO:0006817,,K02039,Xanthomonas campestris pv. campestris (strain 8004)
2641,XC_2713,XC_2713,Uncharacterized protein,A0A0H2XAJ5,,,,Xanthomonas campestris pv. campestris (strain 8004)
2642,rnt,XC_2714,Ribonuclease T,Q4UT60,GO:0016896; GO:0000287; GO:0003676; GO:0008033,3.1.13.-,K03683,Xanthomonas campestris pv. campestris (strain 8004)
2643,XC_2715,XC_2715,Uncharacterized protein,A0A0H2X8M5,GO:0016021,,,Xanthomonas campestris pv. campestris (strain 8004)
2644,rlmB,XC_2716,23S rRNA (guanosine-2'-O-)-methyltransferase RlmB,A0A0H2X904,GO:0005737; GO:0003723; GO:0070039,2.1.1.185,K03218,Xanthomonas campestris pv. campestris (strain 8004)
2645,XC_2717,XC_2717,Uncharacterized protein,A0A0H2XAL7,GO:0016846; GO:0008152,,,Xanthomonas campestris pv. campestris (strain 8004)
2646,rnr,XC_2718,Ribonuclease R,A0A0H2X8X8,GO:0005737; GO:0008859; GO:0003723,3.1.13.1,K12573,Xanthomonas campestris pv. campestris (strain 8004)
2647,XC_2719,XC_2719,Acetylhydrolase,A0A0H2XAK0,GO:0016787,,,Xanthomonas campestris pv. campestris (strain 8004)
2648,XC_2720,XC_2720,Uncharacterized protein,A0A0H2X8N1,,,,Xanthomonas campestris pv. campestris (strain 8004)
2649,XC_2721,XC_2721,Uncharacterized protein,A0A0H2X909,GO:0016627,,,Xanthomonas campestris pv. campestris (strain 8004)
2650,XC_2722,XC_2722,Acyl-CoA dehydrogenase,A0A0H2XAM1,GO:0003995; GO:0050660,,,Xanthomonas campestris pv. campestris (strain 8004)
2651,XC_2723,XC_2723,Transcriptional regulator,A0A0H2X8Y3,GO:0003677; GO:0008168; GO:0003700; GO:0006351,,K03892,Xanthomonas campestris pv. campestris (strain 8004)
2652,XC_2724,XC_2724,5-methyltetrahydrofolate-homocysteine methyl transferase,A0A0H2XAK5,GO:0016740,,K00548,Xanthomonas campestris pv. campestris (strain 8004)
2653,XC_2725,XC_2725,5-methyltetrahydrofolate-homocysteine methyltransferase,A0A0H2X8N6,GO:0005622; GO:0031419; GO:0008705; GO:0008898; GO:0008270; GO:0042558,,K00548,Xanthomonas campestris pv. campestris (strain 8004)
2654,XC_2726,XC_2726,Uncharacterized protein,A0A0H2X914,GO:0003824,,,Xanthomonas campestris pv. campestris (strain 8004)
2655,XC_2727,XC_2727,Fructokinase,A0A0H2XAM4,GO:0016301; GO:0016773,,K00847,Xanthomonas campestris pv. campestris (strain 8004)
2656,XC_2728,XC_2728,Glucose/galactose transporter,A0A0H2X8Y8,GO:0009276; GO:0016021; GO:0015150; GO:0005354; GO:0005355,,K02429,Xanthomonas campestris pv. campestris (strain 8004)
2657,XC_2729,XC_2729,Transcriptional regulator,A0A0H2XAL1,GO:0003677; GO:0006355; GO:0006351,,K02529,Xanthomonas campestris pv. campestris (strain 8004)
2658,XC_2730,XC_2730,Uncharacterized protein,A0A0H2X8P2,,,,Xanthomonas campestris pv. campestris (strain 8004)
2659,XC_2731,XC_2731,Uncharacterized protein,A0A0H2X919,,,,Xanthomonas campestris pv. campestris (strain 8004)
2660,slyX,XC_2732,Protein SlyX homolog,Q4UT42,,,K03745,Xanthomonas campestris pv. campestris (strain 8004)
2661,XC_2733,XC_2733,UDP-glucose dehydrogenase,A0A0H2XAN0,GO:0051287; GO:0003979; GO:0000271,,K00012,Xanthomonas campestris pv. campestris (strain 8004)
2662,XC_2734,XC_2734,Peptidyl-prolyl cis-trans isomerase,A0A0H2X8Z3,GO:0003755; GO:0006457,5.2.1.8,K03772,Xanthomonas campestris pv. campestris (strain 8004)
2663,XC_2735,XC_2735,Glutathione peroxidase,A0A0H2XAL5,GO:0004602; GO:0006979,,K00432,Xanthomonas campestris pv. campestris (strain 8004)
2664,XC_2736,XC_2736,Transcriptional regulator gntR family,A0A0H2X8P7,GO:0003677; GO:0003700; GO:0006351,,K07979,Xanthomonas campestris pv. campestris (strain 8004)
2665,XC_2737,XC_2737,ABC transporter ATP-binding protein,A0A0H2X924,GO:0005524; GO:0016887,,K01990,Xanthomonas campestris pv. campestris (strain 8004)
2666,XC_2738,XC_2738,Uncharacterized protein,A0A0H2XAN4,GO:0016021,,K01992,Xanthomonas campestris pv. campestris (strain 8004)
2667,XC_2739,XC_2739,Uncharacterized protein,A0A0H2X900,,,,Xanthomonas campestris pv. campestris (strain 8004)
